MatchNumber,Date,HomeTeam,AwayTeam,HomeLineup,AwayLineup
80,2024-09-30,Villarreal,Las Palmas,"diego conde, sergi cardona, logan costa, eric bailly, kiko femenia, denis suarez, pape gueye, dani parejo, ilias akhomach, thierno barry, nicolas pepe","dinko horkas, alex suarez, juanma herzog, alex muñoz, benito ramirez, adnan januzaj, dario essugo, kirian rodriguez, alberto moleiro, oliver mcburnie, fabio silva"
81,2024-10-04,Leganés,Valencia,"marko dmitrovic, javier hernandez, sergio gonzalez, jorge saenz, valentin rosier, seydouba cisse, yvan neyou, adria altimira, roberto lopez, juan cruz, sebastien haller","giorgi mamardashvili, dimitri foulquier, cesar tarrega, cristhian mosquera, yarek gasiorowski, thierry correia, sergi canos, pepelu, andre almeida, luis rioja, hugo duro"
82,2024-10-05,Espanyol,Mallorca,"joan garcia, carlos romero, marash kumbulla, sergi gomez, omar el hilali, pol lozano, jose gragera, irvin cardona, alex kral, jofre carreras, alejo veliz","dominik greif, pablo maffeo, antonio raillo, jose copete, johan mojica, robert navarro, omar mascarell, samu costa, sergi darder, dani rodriguez, cyle larin"
83,2024-10-05,Getafe,Osasuna,"david soria, diego rico, omar alderete, juan berrocal, djene, alex sola, luis milla, mauro arambarri, carles perez, christantus uche, bertug yildirim","sergio herrera, jesus areso, alejandro catena, enzo boyomo, abel bretones, pablo ibañez, lucas torro, aimar oroz, ruben garcia, ante budimir, bryan zaragoza"
84,2024-10-05,Las Palmas,Celta,"dinko horkas, alex muñoz, juanma herzog, alex suarez, viti rozada, dario essugo, javi muñoz, alberto moleiro, fabio silva, adnan januzag, oliver mcburnie","vicente guaita, javier manquillo, carl starfelt, marcos alonso, oscar mingueza, fran beltran, ilaix moriba, hugo alvarez, iago aspas, borja iglesias, williot swedberg"
85,2024-10-05,Real Valladolid,Rayo Vallecano,"karl hein, lucas rosa, david torres, juma bah, luis perez, selim amallah, eray comert, mario martin, darwin machis, juanmi latasa, amath ndiaye","augusto batalla, andrei ratiu, florian lejeune, abdul mumin, ivan balliu, jorge de frutos, oscar valentin, unai lopez, adrian embarba, isi palazon, sergio camello"
86,2024-10-05,Real Madrid,Villarreal,"andriy lunin, ferland mendy, antonio rudiger, aurelien tchouameni, daniel carvajal, jude bellingham, eduardo camavinga, federico valverde, luka modric, vinicius junior, kylian mbappe","diego conde, kiko femenia, raul albiol, logan costa, sergi cardona, santi comesaña, dani parejo, pape gueye, nicolas pepe, thierno barry, alex baena"
87,2024-10-06,Girona,Athletic,"paulo gazzaniga, miguel gutierrez, ladislav krejci, david lopez, arnau martinez, yangel herrera, ivan martin, arnaut danjuma, donny van de beek, yaser asprilla, abel ruiz","alex padilla, oscar de marcos, dani vivian, aitor paredes, adama boiro, oihan sancet, iñigo ruiz de galarreta, ander herrera, iñaki williams, gorka guruzeta, alex berenguer"
88,2024-10-06,Alavés,Barcelona,"antonio sivera, manu sanchez, santiago mouriño, abdel abqar, nahuel tenaglia, antonio blanco, ander guevara, abde rebbach, stoichkov, carlos vicente, toni martinez","iñaki peña, hector fort, pau cubarsi, iñigo martinez, alejandro balde, marc casado, pedri, lamine yamal, raphinha, ferran torres, robert lewandowski"
89,2024-10-06,Sevilla,Real Betis,"orjan nyland, adria pedrosa, tanguy nianzou, loic bade, jose angel carmona, nemanja gudelj, lucien agoume, chidera ejuke, peque fernandez, dodi lukebakio, isaac romero","rui silva, hector bellerin, diego llorente, natan, ricardo rodriguez, johnny cardoso, marc roca, pablo fornals, giovanni lo celso, abde ezzalzouli, vitor roque"
90,2024-10-06,R. Sociedad,Atlético,"alex remiro, javi lopez, nayef aguerd, igor zubeldia, jon aramburu, martin zubimendi, sheraldo becker, sergio gomez, luka sucic, takefusa kubo, mikel oyarzabal","jan oblak, nahuel molina, axel witsel, jose maria gimenez, clement lenglet, javi galan, pablo barrios, koke, conor gallagher, antoine griezmann, julian alvarez"
91,2024-10-18,Alavés,Real Valladolid,"antonio sivera, manu sanchez, moussa diarra, abdel abqar, nahuel tenaglia, ander guevara, antonio blanco, tomas conechny, jon guridi, carlos vicente, toni martinez","karl hein, luis perez, javi sanchez, david torres, raul chasco, raul moro, eray comert, mario martin, anuar, selim amallah, mamadou sylla"
92,2024-10-19,Athletic,Espanyol,"julen agirrezabala, yuri berchiche, unai nuñez, dani vivian, oscar de marcos, mikel jauregizar, iñigo ruiz de galarreta, nico williams, alex berenguer, iñaki williams, gorka guruzeta","joan garcia, omar el hilali, sergi gomez, marash kumbulla, brian olivan, jose gragera, pol lozano, jofre carreras, alex kral, carlos romero, alejo veliz"
93,2024-10-19,Osasuna,Real Betis,"sergio herrera, abel bretones, enzo boyomo, alejandro catena, jesus areso, aimar oroz, lucas torro, pablo ibañez, bryan zaragoza, ante budimir, ruben garcia","rui silva, hector bellerin, marc bartra, diego llorente, romain perraud, aitor ruibal, johnny cardoso, sergi altimira, pablo fornals, cedric bakambu, vitor roque"
94,2024-10-19,Girona,R. Sociedad,"paulo gazzaniga, ladislav krejci, david lopez, alejandro frances, ivan martin, miguel gutierrez, yangel herrera, dony van de beek, arnau martinez, arnaut danjuma, bojan miovski","alex remiro, jon aramburu, igor zubeldia, nayef aguerd, sergio gomez, martin zubimendi, mikel oyarzabal, luka sucic, brais mendez, ander barrenetxea, orri oskarsson"
95,2024-10-19,Celta,Real Madrid,"vicente guaita, marcos alonso, carl stargelt, javier manquillo, hugo alvarez, hugo sotelo, fran beltran, oscar mingueza, williot swedberg, borja iglesias, jonathan bamba","thibaut courtois, eder militao, aurelien tchouameni, antonio rudiger, lucas vazquez, federico valverde, eduardo camavinga, fran garcia, jude bellingham, vinicius junior, kylian mbape"
96,2024-10-20,Mallorca,Rayo Vallecano,"domink greif, johan mojica, antonio raillo, martin valjent, pablo maffeo, sergi darder, samu costa, manu morlanes, robert navarro, cyle larin, vedat muriqi","augusto batalla, andrei ratiu, florian lejeune, abdul mumin, ivan balliu, jorge de frutos, unai lopez, gerard gumbau, alvaro garcia, sergio camello, isi palazon"
97,2024-10-20,Atlético,Leganés,"jan oblak, javi galan, clement lenglet, axel witsel, nahuel molina, rodrigo riquelme, koke, pablo barrios, antoine griezmann, angel correa, alexander sorloth","marko dmitrovic, valentin rosier, sergio gonzalez, matija nastasic, javier hernandez, juan cruz, yvan neyou, renato tapia, seydouba cisse, dani raba, miguel de la fuente"
98,2024-10-20,Villarreal,Getafe,"diego conde, sergi cardona, eric bailly, raul albiol, kiko femenia, dani parejo, santi comesaña, alex baena, pape gueye, ilias akhomach, thierno barry","david soria, uan iglesias, djene, omar alderete, diego rico, carles perez, mauro arambarri, luis milla, alex sola, bertug yildirim, christantus uche"
99,2024-10-20,Barcelona,Sevilla,"iñaki peña, alejandro balde, iñigo martinez, pau cubarsi, jules kounde, pedri, marc casado, ansu fati, raphinha, lamine yamal, robert lewandowski","orjan nyland, jose angel carmona, loic bade, marcao, adria pedrosa, lucien agoume, nemanja gudelj, dodi lukebakio, peque fernandez, chidera ejuke, isaac romero"
100,2024-10-21,Valencia,Las Palmas,"giorgi mamardashvili, rorigo abajas, cristhian mosquera, cesar tarrega, thierry correia, luis rioja, pepelu, enzo barrenechea, sergi canos, hugo duro, dani gomez","jasper cillessen, viti rozada, alex suarez, scott mckenna, alex muñoz, dario essugo, jose campaña, adnan januzaj, kirian rodriguez, alberto moleiro, fabio silva"
101,2024-10-25,Espanyol,Sevilla,"joan garcia, brian olivan, leandro cabrera, marash kumbulla, omar el hilali, jofre carreras, pol lozano, alex kral, alvaro tejero, walid cheddira, javi puado","orjan nyland, jose angel carmona, loic bade, tanguy nianzou, adria pedrosa, nemanja gudelj, albert sambi lokonga, dodi lukebakio, juanlu sanchez, stanis idumbo, isaac romero"
102,2024-10-26,Real Valladolid,Villarreal,"karl hein, lucas rosa, david torres, javi sanchez, luis perez, eray comert, mario martin, raul moro, selim amallah, anuar, mamadou sylla","diego conde, kiko femenia, raul albiol, logan costa, sergi cardona, ilias akhomach, santi comesaña, dani parejo, alex baena, nicolas pepe, thierno barry"
103,2024-10-26,Rayo Vallecano,Alavés,"augusto batalla, josep chavarria, abdul mumin, florian lejeune, andrei ratiu, alvaro garcia, unai lopez, oscar valentin, jorge de frutos, sergio camello, isi palazon","antonio sivera, santiago mouriño, nahuel tenaglia, adrian pica, moussa diarra, manu sanchez, carlos vicente, jon guridi, ander guevara, carlos martin, toni martinez"
104,2024-10-26,Las Palmas,Girona,"jasper cillessen, alex muñoz, scott mckenna, alex suarez, viti rozada, jose campaña, dario essugo, alberto moleiro, kirian rodriguez, manu fuster, fabio silva","paulo gazzaniga, alejandro frances, david lopez, lucas krejci, miguel gutierrez, arnau martinez, dony van de beek, selvi clua, arnaut danjuma, gabriel misehouy, bojan miovski"
105,2024-10-26,Real Madrid,Barcelona,"andriy lunin, ferland mendy, antonio rudiger, eder militao, lucas vazquez, eduardo camavinga, aurelien tchouameni, federico valverde, jude bellingham, vinicius junior, kylian mbappe","iñaki peña, jules kounde, pau cubarsi, iñigo martinez, alejandro balde, marc casado, pedri, lamine yamal, fermin lopez, raphinha, robert lewandowski"
106,2024-10-27,Leganés,Celta,"marko dmitrovic, renato tapia, matija nastasic, jorge saenz, enric franquesa, yvan neyou, seydouba cisse, adria altimira, diego garcia, dani raba, sebastien haller","vicente guaita, javier manquillo, carl starfelt, marcos alonso, oscar mingueza, hugo sotelo, ilaix moriba, hugo alvarez, iago aspas, borja iglesias, jonathan bamba"
107,2024-10-27,Getafe,Valencia,"david soria, diego rico, omar alderete, djene, juan iglesias, alex sola, luis milla, mauro arambarri, carles perez, bertug yildirim, alvaro rodriguez","giorgi mamardashvili, thierry correia, cesar tarrega, cristhian mosquera, maximiliano caufriez, jose luis gaya, diego lopez, enzo barrenechea, javi guerra, luis rioja, hugo duro"
108,2024-10-27,Real Betis,Atlético,"rui silva, romain perraud, diego llorente, marc bartra, aitor ruibal, abde ezzalzouli, sergi altimira, johnny cardoso, pablo fornals, chimy avila, vitor roque","jan oblak, nahuel molina, axel witsel, jose maria gimenez, reinildo mandava, rodrigo de paul, koke, conor gallagher, samuel lino, antoine griezmann, julian alvarez"
109,2024-10-27,R. Sociedad,Osasuna,"alex remiro, sergio gomez, nayef aguerd, igor zubeldia, jon aramburu, martin zubimendi, ander barrenetxea, luka sucic, brais mendez, mikel oyarzabal, orri oskarsson","sergio herrera, jesus areso, alejandor catena, enzo boyomo, juan cruz, jon moncayola, lucas torro, aimar oroz, ruben peña, ante budimir, bryan zaragoza"
110,2024-10-28,Mallorca,Athletic,"dominik greif, johan mojica, antono raillo, martin valjent, pablo maffeo, sergi darder, samu costa, manu morlanes, robert navarro, cyle larin, vedat muriqi","julen agirrezabala, andoni gorosabel, yeray alvarez, aitor paredes, yuri berchiche, iñigo ruiz de galarreta, mikel jauregizar, iñaki williams, oihan sancet, nico williams, gorka guruzeta"
111,2024-11-01,Alavés,Mallorca,"antonio sivera, manu sanchez, adrian pica, abdel abqar, nahuel tenaglia, carlos protesoni, antonio blanco, abde rebbach, jon guridi, carlos vicente, kike garcia","leo roman, pablo maffeo, antonio raillo, jose copete, toni lato,omar mascarell, manu morlanes, robert navarro, dani rodriguez, chiquinho, cyle larin"
112,2024-11-02,Osasuna,Real Valladolid,"sergio herrera, juan cruz, enzo boyomo, alejandro catena, jesus areso, aimar oroz, lucas torro, jon moncayola, bryan zaragoza, ante budimir, ruben peña","karl hein, luis perez, javi sanchez, david torres, lucas rosa, mario martin, eray comert, sanuar, selim amallah, raul moro, mamadou sylla"
113,2024-11-02,Girona,Leganés,"paulo gazzaniga, daley blind, david lopez, juanpe, miguel gutierrez, selvi clua, yangel herrera, arnau martinez, dony van de beek, bryan gil, bojan miovski","marko dmitrovic, adria altimira, sergio gonzalez, matija nastasic, enric franquesa, seydouba cisse, yvan neyou, renato tapia, darko brasanac, juan cruz, miguel de la fuente"
114,2024-11-03,Atlético,Las Palmas,"jan oblak, javi galan, clement lenglet, jose maria gimenez, nahuel molina, samuel lino, pablo barrios, koke, giuliano simeone, julian alvarez, antoine griezmann","jasper cillessen, viti rozada, alex suarez, scott mckenna, alex muñoz, kirian rodriguez, dario essugo, jose campaña, sandro ramirez, fabio silva, alberto moleiro"
115,2024-11-03,Barcelona,Espanyol,"iñaki peña, alejandro balde, iñigo martinez, pau cubarsi, hector fort, pedri, marc casado, raphinha, dani olmo, lamine yamal, robert lewandowski","joan garcia, omar el hilali, marash kumbulla, leandro cabrera, carlos romero, rafael bauza, alvaro tejero, alex kral, alvaro aguado, jofre carreras, javi puado"
116,2024-11-03,Sevilla,R. Sociedad,"alvaro fernandez, adria pedrosa, kike salas, marcao, jose angel carmona, albert sambi lokonga, nemanja gudelj, stanis idumbo, juanlu sanchez, dodi lukebakio, isaac romero","alex remiro, jon aramburu, igor zubeldia, nayef aguerd, javi lopez, martin zubimendi, takefusa kubo, brais mendez, luka sucic, sergio gomez, mikel oyarzabal"
117,2024-11-03,Athletic,Real Betis,"julen agirrezabala, yuri berchiche, aitor paredes, dani vivian, oscar de marcos, beñat prados, iñigo ruiz de galarreta, nico williams, oihan sancet, iñaki williams, alvaro djalo","rui silva, hector bellerin, marc bartra, diego llorente, romain perraud, pablo fornals, sergi altimira, johnny cardoso, abde ezzalzouli, vitor roque, chimy avila"
118,2024-11-04,Celta,Getafe,"vicente guaita, marcos alonso, carl starfelt, javier manquillo, mihailo ristic, fran beltran, hugo sotelo, oscar mingueza, jonathan bamba, anastasios douvikas, iago aspas","david soria, allan nyom, djene, omar alderete, diego rico, nabil aberdin, luis milla, carles perez, mauro arambarri, alex sola, christantus uche"
119,2024-12-18,Villarreal,Rayo Vallecano,"luiz junior, sergi cardona, logan costa, willy kambwala, pau navarro, denis suarez, santi comesaña, pape gueye, yeremy pino, ayoze perez, thierno barry","augusto batalla, ivan balliu, florian lejeune, abdul mumin, alfonso espino, oscar valentin, pedro diaz, jorge de frutos, oscar trejo, alvaro garcia, sergio camello"
120,2025-01-03,Valencia,Real Madrid,"stole dimitrievski, yarek gasiorowski, cristhian mosquera, cesar tarrega, dimitri foulquier, luis rioja, enzo barrenechea, javi guerra, diego lopez, hugo duro, andre almeida","thibaut courtois, lucas vazquez, aurelien tchouameni, antonio rudiger, ferland mendy, dani ceballos, federico valverde, rodrygo, jude bellingham, vinicius junior, kylian mbappe"
121,2024-11-08,Rayo Vallecano,Las Palmas,"augusto batalla, josep chavarria, florian lejeune, aridane hernandez, andrei ratiu, alvaro garcia, gerard gumbau, oscar valentin, jorge de frutos, sergio camello, isi palazon","jasper cillessen, viti rozada, alex suarez, scott mckenna, alex muñoz, javi muñoz, kirian rodriguez, dario essugo, sandro ramirez, fabio silva, alberto moleiro"
122,2024-11-09,Real Madrid,Osasuna,"andriy lunin, fran garcia, antonio rudiger, eder militao, lucas vazquez, jude bellingham, eduardo camavinga, federico valverde, vinicius junior, kylian mbappe, rodrygo","sergio herrera, jesus areso, alejandro catena, enzo boyomo, abel bretones, jon moncayola, lucas torro, aimar oroz, ruben peña, ante budimir, bryan zaragoza"
123,2024-11-09,Villarreal,Alavés,"diego conde, sergi cardona, logan costa, raul albiol, kiko femenia, alex baena, dani parejo, pape gueye, ilias akhomach, ayoze perez, nicolas pepe","antonio sivera, nahuel tenaglia, abdel abqar, adrian pica, manu sanchez, ander guevara, antonio blanco, carlos vicente, jon guridi, abde rebbach, kike garcia"
124,2024-11-09,Leganés,Sevilla,"marko dmitrovic, enric franquesa, matija nastasic, sergio gonzalez, adria altimira, seydouba cisse, renato tapia, munir el haddadi, darko brasanac, juan cruz, miguel de la fuente","alvaro fernandez, jose angel carmona, nemanja gudelj, kike salas, adria perdosa, djibril sow, lucien agoume, albert sambi lokonga, dodi lukebakio, isaac romero, kelechi iheanacho"
125,2024-11-10,Real Betis,Celta,"rui silva, romain perraud, natan, diego llorente, youssouf sabaly, abde ezzalzouli, johnny cardoso, sergi altimira, pablo fornals, iker losada, vitor roque","vicente guaita, javi rodriguez, carl starfelt, marcos alonso, oscar mingueza, hugo sotelo, fran beltran, mihailo ristic, jonathan bamba, iago aspas, borja iglesias"
126,2024-11-10,Mallorca,Atlético,"dominik greif, johan mojica, antonio raillo, martin valjent, pablo maffeo, sergi darder, samu costa, manu morlanes, robert navarro, vedat muriqi, cyle larin","jan oblak, nahuel molina, jose maria gimenez, clement lenglet, reinildo mandava, giuliano simeone, pablo barrios, koke, rodrigo riquelme, antoine griezmann, julian alvarez"
127,2024-11-10,Getafe,Girona,"david soria, diego rico, omar alderte, domingos duarte, juan iglesias, mauro arambarri, yellu santiago, carles perez, luis milla, allan nyom, christantus uche","paulo gazzaniga, arnau martinez, juanpe, david lopez, daley blind, yangel herrera, oriol romeu, bryan gil, donny van de beek, miguel gutierrez, bojan miovski"
128,2024-11-10,Real Valladolid,Athletic,"karl hein, lucas rosa, david torres, javi sanchez, juma bah, luis perez, anuar, kike perez, stanko juric, raul moro, mamadou sylla","julen agirrezabala, oscar de marcos, yeray alvarez, aitor paredes, adama boiro, mikel jauregizar, beñat prados, nico serrano, unai gomez, nico williams, alex berenguer"
129,2024-11-10,R. Sociedad,Barcelona,"alex remiro, aihen muñoz, nayef aguerd, igor zubeldia, jon aramburu, martin zubimendi, sheraldo becker, luka sucic, brais mendez, takefusa kubo, mikel oyarzabal","iñaki peña, jules kounde, pau cubarsi, iñigo martinez, alejandro balde, marc casado, frenkie de jong, fermin lopez, pedri, raphinha, robert lewandowski"
130,2024-12-18,Espanyol,Valencia,"joan garcia, brian olivan, leandro cabrera, marash kumbulla, omar el hilali, jofre carreras, alex kral, justin smith, antoniu roca, javi puado, walid cheddira","stole dimitrievski, dimitri foulquier, cesar tarrega, cristhian mosquera, luis rioja, enzo barrenechea, pepelu, fran perez, andre almeida, diego lopez, dani gomez"
131,2024-11-22,Getafe,Real Valladolid,"david soria, diego rico, omar alderete, djene, allan nyom, carles perez, luis milla, mauro arambarri, alex sola, christantus uche, bertug yildirim","karl hein, luis perez, juma bah, javi sanchez, cenk ozkacar, lucas rosa, raul moro, stanko juric, kike perez, anuar, mamadou sylla"
132,2024-11-23,Valencia,Real Betis,"giorgi mamardashvili, jose luis gaya, yarek gasiorowski, cristhian mosquera, cesar tarrega, dimitri foulquier, diego lopez, javi guerra, enzo barrenechea, luis rioja, hugo duro","rui silva, youssouf sabaly, marc bartra, natan, romain perraud, sergi altimira, carlos guirao, aitor ruibal, iker losada, abde ezzalzouli, vitor roque"
133,2024-11-23,Atlético,Alavés,"jan oblak, javi galan, clement lenglet, axel witsel, cesar azpilicueta, samuel lino, koke, pablo barrios, marcos llorente, antoine griezmann, angel correa","antonio sivera, nahuel tenaglia, abdel abqar, santiago mouriño, manu sanchez, ander guevara, antonio blanco, carlos vicente, jon guridi, carlos martin, kike garcia"
134,2024-11-23,Girona,Espanyol,"paulo gazzaniga, daley blind, ladislav krejci, david lopez, arnau martinez, miguel gutierrez, oriol romeu, bryan gil, donny van de beek, yaser asprilla, bojan miovski","joan garcia, alvaro tejero, omar el hilali, sergi gomez, leandro cabrera, carlos romero, jofre carreras, rafael bauza, alex kral, javi puado, alejo veliz"
135,2024-11-23,Las Palmas,Mallorca,"jasper cillessen, alex muñoz, scott mckenna, alex suarez, viti rozada, jose campaña, dario essugo, manu fuster, kirian rodriguez, sandro ramirez, fabio silva","dominik greif, mateu morey, martin valjent, antonio raillo, johan mojica, robert navarro, manu morlanes, samu costa, sergi darder, dani rodriguez, vedat muriqi"
136,2024-11-23,Celta,Barcelona,"vicente guaita, oscar mingueza, marcos alonso, carlt starfelt, javi rodriguez, jonathan bamba, ilaix moriba, fran beltran, hugo alvarez, anastasios douvikas, iago aspas","iñaki peña, jules kounde, pau cubarsi, iñigo martinez, gerard martin, pedri, marc casado, raphinha, gavi, dani olmo, robert lewandowski"
137,2024-11-24,Osasuna,Villarreal,"sergio herrera, juan cruz, enzo boyomo, alejandro catena, jesus areso, aimar oroz, lucas torro, jon moncayola, bryan zaragoza, ante budimir, ruben garcia","diego conde, pau navarro, raul albiol, logan costa, sergi cardona, yeremy pino, dani parejo, santi comesaña, alex baena, thierno barry, ramon terrats"
138,2024-11-24,Sevilla,Rayo Vallecano,"alvaro fernandez, adria pedrosa, kike salas, loic bade, jose angel carmona, albert sambi lokonga, nemanja gudelj, peque fernandez, djibril sow, dodi lukebakio, isaac romero","augusto batalla, andrei ratiu, florian lejeune, abdul mumin, josep chavarria, gerard gumbau, oscar valentin, unai lopez, jorge de frutos, randy nteka, alvaro garcia"
139,2024-11-24,Leganés,Real Madrid,"marko dmitrovic, javier hernandez, matija nastasic, sergio gonzalez, juan cruz, yvan neyou, renato tapia, adria altimira, munir el haddadi, darko brasanac, miguel de la fuente","thibaut courtois, federico valverde, raul asencio, antonio rudiger, fran garcia, arda guler, eduardo camavinga, dani ceballos, jude bellingham, vinicius junior, kylian mbappe"
140,2024-11-24,Athletic,R. Sociedad,"julen agirrezabala, yuri berchiche, yeray alvarez, dani vivian, oscar de marcos, beñat prados, iñigo ruiz de galarreta, nico williams, oihan sancet, iñaki williams, alvaro djalo","alex remiro, jon aramburu, igor zubeldia, nayef aguerd, javi lopez, martin zubimendi, takefusa kubo, sergio gomez, luka sucic, ander barrenetxea, mikel oyarzabal"
141,2024-11-29,Mallorca,Valencia,"dominik greif, johan mojica, antonio raillo, martin valjent, mate morey, samu costa, manu morlanes, sergi darder, dani rodriguez, robert navarro, cyle larin","giorgi mamardashvili, dimitri foulquier, cesar tarrega, cristhian mosquera, yarek gasiorowski, jose luis gaya, luis rioja, enzo barrenechea, javi guerra, diego lopez, hugo duro"
142,2024-11-30,Barcelona,Las Palmas,"iñaki peña, alejandro balde, iñigo martinez, pau cubarsi, jules kounde, pedri, gavi, pablo torre, fermin lopez, raphinha, robert lewandowski","jasper cillessen, viti rozada, alex suarez, scott mckenna, mika marmol, kirian rodriguez, jose campaña, sandro ramirez, javi muñoz, alberto moleiro, fabio silva"
143,2024-11-30,Alavés,Leganés,"antonio sivera, moussa diarra, santiago mouriño, abdel abqar, nahuel tangalia, jon guridi, antonio blanco, ander guevara, carlos martin, kike garcia, carlos vicente","marko dmitrovic, valentin rosier, sergio gonzalez, matija nastasic, javier hernandez, renato tapia, yvan neyou, dani raba, oscar rodriguez, juan cruz, diego garcia"
144,2024-11-30,Espanyol,Celta,"joan garcia, brian olivan, leandro cabrera, marash kumbulla, omar el hilali, pol lozano, javi puado, alex kral, justin smith, jofre carreras, irvin cardona","vicente guaita, javi rodriguez, carl starfelt, marcos alonso, jonathan bamba, oscar mingueza, damian rodriguez, ilaix moriba, hugo alvarez, iago aspas, anastasios douvikas"
145,2024-11-30,Real Valladolid,Atlético,"karl hein, lucas rosa, javi sanchez, eray comert, juma bah, luis perez, raul moro, kike perez, selim amallah, ivan sanchez, mamadou sylla","jan oblak, marcos llorente, jose maria gimenez, clement lenglet, javi galan, giuliano simeone, rodrigo de paul, pablo barrios, conor gallagher, antoine griezmann, julian alvarez"
146,2024-12-01,Villarreal,Girona,"diego conde, sergi cardona, logan costa, raul albiol, kiko femenia, alex baena, dani parejo, santi comesaña, yeremy pino, thierno barry, pape gueye","paulo gazzaniga, arnau martinez, david lopez, ladislav krejci, miguel gutierrez, ivan martin, oriol romeu, bryan gil, donny van de beek, arnaut danjuma, bojan miovski"
147,2024-12-01,Real Madrid,Getafe,"thibaut courtois, fran garcia, antonio rudiger, raul asencio, lucas vazquez, jude bellingham, dani ceballos, federico valverde, kylian mbappe, rodrygo, brahim diaz","david soria, juan iglesias, domingos duarte, juan berrocal, diego rico, allan nyom, luis milla, omar alderete, carles perez, mauro arambarri, alvaro rodriguez"
148,2024-12-01,Rayo Vallecano,Athletic,"augusto batalla, josep chavarria, abdul mumin, florian lejeune, andrei ratiu, alvaro garcia, oscar valentin, pathe ciss, isi palazon, adrian embarba, randy nteka","julen agirrezabala, iñigo lekue, yeray alvarez, aitor paredes, yuri berchiche, iñigo ruiz de galarreta, mikel jauregizar, iñaki williams, alex berenguer, nico williams, gorka guruzeta"
149,2024-12-01,R. Sociedad,Real Betis,"alex remiro, aihen muñoz, nayef aguerd, igor zubeldia, jon aramburu, beñat turrientes, martin zubimendi, brais mendez, ander barrenetxea, mikel oyarzabal, takefusa kubo","rui silva, youssouf sabaly, marc bartra, diego llorente, romain perraud, carlos guirao, sergi altimira, jesus rodriguez, giovanni lo celso, abde ezzalzouli, vitor roque"
150,2024-12-02,Sevilla,Osasuna,"alvaro fernandez, adria pedrosa, kike salas, loic bade, jose angel carmona, albert sambi lokonga, nemanja gudelj, djibril sow, peque fernandez, isaac romero, dodi lukebakio","sergio herrera, jesus areso, alejandro catena, enzo boyomo, juan cruz, jon moncayola, iker muñoz, aimar oroz, ruben garcia, ante budimir, bryan zaragoza"
151,2024-12-06,Celta,Mallorca,"vicente guaita, marcos alonso, carl starfelt, javi rodriguez, hugo alvarez, ilaix moriba, fran beltran, oscar mingueza, williot swedberg, borja iglesias, fer lopez","dominik greif, mateu morey, martin valjent, antonio raillo, siebe van der heyden, omar mascarell, samu costa, robert navarro, dani rodriguez, javi llabres, cyle larin"
152,2024-12-07,Las Palmas,Real Valladolid,"jasper cillessen, mika marmol, scott mckenna, alex suarez, viti rozada, kirian rodriguez, dario essugo, alberto moleiro, javi muñoz, sandro ramirez, fabio silva","karl hein, luis perez, eray comert, javi sanchez, lucas rosa, stanko juric, ivan sanchez, mario martin, kike perez, mamadou sylla, marcos andre"
153,2024-12-07,Real Betis,Barcelona,"francisco vieites, romain perraud, diego llorente, marc bartra, youssouf sabaly, sergi altimira, mateo flores, abde ezzalzouli, giovanni lo celso, chimy avila, vitor roque","iñaki peña, jules kounde, pau cubarsi, iñigo martinez, alejandro balde, pedri, marc casado, dani olmo, lamine yamal, robert lewandowski, raphinha"
154,2024-12-07,Valencia,Rayo Vallecano,"giorgi mamardashvili, jose luis gaya, yarek gasiorowski, cristhian mosquera, cesar tarrega, diego lopez, german valera, javi guerra, enzo barrenechea, luis rioja, hugo duro","augusto batalla, andrei ratiu, florian lejeune, abdul mumin, josep chavarria, pathe ciss, oscar valentin, jorge de frutos, isi palazon, alvaro garcia, randy nteka"
155,2024-12-07,Girona,Real Madrid,"paulo gazzaniga, miguel gutierrez, ladislav krejci, david lopez, arnau martinez, oriol romeu, ivan martin, bryan gil, donny van de beek, yaser asprilla, bojan miovski","thibaut courtois, lucas vaquez, aurelien tchouameni, antonio rudiger, ferland mendy, federico valverde, luka modric, arda guler, jude bellingham, brahim diaz, kylian mbappe"
156,2024-12-08,Leganés,R. Sociedad,"marko dmitrovic, javier hernandez, matija nastasic, sergio gonzalez, valentin rosier, yvan neyou, renato tapia, seydouba cisse, oscar rodriguez, diego garcia, miguel de la fuente","alex remiro, jon aramburu, igor zubeldia, nayef aguerd, aihen muñoz, martin zubimendi, takefusa kubo, brais mendez, luka sucic, sergio gomez, mikel oyarzabal"
157,2024-12-08,Athletic,Villarreal,"julen agirrezabala, yuri berchiche, aitor paredes, dani vivian, oscar de marcos, beñat prados, iñigo ruiz de galarreta, alex berenguer, oihan sancet, iñaki williams, gorka guruzeta","diego conde, kiko femenia, raul albiol, logan costa, juan bernat, yeremy pino, santi comesaña, dani parejo, alex baena, pape gueye, thierno barry"
158,2024-12-08,Osasuna,Alavés,"sergio herrera, juan cruz, enzo boyomo, alejandro catena, jesus areso, lucas torro, jon moncayola, abel bretones, aimar oroz, ruben garcia, ante budimir","antonio sivera, nahuel tenaglia, abdel abqar, santiago mouriño, moussa diarra, carlos vicente, joan jordan, antonio blanco, carlos martin, jon guridi, kike garcia"
